mm_lluvia|3d_num_sin|4d_num_sin|5d_num_sin|6d_num_sin|7d_num_sin|8d_num_sin|9d_num_sin|10d_num_sin|11d_num_sin|12d_num_sin|13d_num_sin|14d_num_sin|15d_num_sin|2_dias|3_dias|4_dias|5_dias|6_dias|7_dias|8_dias|9_dias|10_dias|11_dias|12_dias|13_dias|14_dias|15_dias
0.10|0|1|2|2|2|2|2|2|2|3|4|4|4|0.2|2.8|2.80|2.80|4.40|31.20|31.60|33.40|33.70|33.80|33.80|33.80|33.90|45.70
0.00|1|1|2|3|3|3|3|3|3|3|4|5|5|0.1|0.2|2.80|2.80|2.80|4.40|31.20|31.60|33.40|33.70|33.80|33.80|33.80|33.90
0.20|1|1|1|2|3|3|3|3|3|3|3|4|5|0.2|0.3|0.40|3.00|3.00|3.00|4.60|31.40|31.80|33.60|33.90|34.00|34.00|34.00
2.60|1|1|1|1|2|3|3|3|3|3|3|3|4|2.8|2.8|2.90|3.00|5.60|5.60|5.60|7.20|34.00|34.40|36.20|36.50|36.60|36.60
0.00|1|2|2|2|2|3|4|4|4|4|4|4|4|2.6|2.8|2.80|2.90|3.00|5.60|5.60|5.60|7.20|34.00|34.40|36.20|36.50|36.60
0.80|1|1|2|2|2|2|3|4|4|4|4|4|4|0.8|3.4|3.60|3.60|3.70|3.80|6.40|6.40|6.40|8.00|34.80|35.20|37.00|37.30
13.60|1|1|1|2|2|2|2|3|4|4|4|4|4|14.4|14.4|17.00|17.20|17.20|17.30|17.40|20.00|20.00|20.00|21.60|48.40|48.80|50.60
13.30|0|1|1|1|2|2|2|2|3|4|4|4|4|26.9|27.7|27.70|30.30|30.50|30.50|30.60|30.70|33.30|33.30|33.30|34.90|61.70|62.10
29.90|0|0|1|1|1|2|2|2|2|3|4|4|4|43.2|56.8|57.60|57.60|60.20|60.40|60.40|60.50|60.60|63.20|63.20|63.20|64.80|91.60
18.50|0|0|0|1|1|1|2|2|2|2|3|4|4|48.4|61.7|75.30|76.10|76.10|78.70|78.90|78.90|79.00|79.10|81.70|81.70|81.70|83.30
0.00|1|1|1|1|2|2|2|3|3|3|3|4|5|18.5|48.4|61.70|75.30|76.10|76.10|78.70|78.90|78.90|79.00|79.10|81.70|81.70|81.70
0.50|1|1|1|1|1|2|2|2|3|3|3|3|4|0.5|19|48.90|62.20|75.80|76.60|76.60|79.20|79.40|79.40|79.50|79.60|82.20|82.20
12.80|1|1|1|1|1|1|2|2|2|3|3|3|3|13.3|13.3|31.80|61.70|75.00|88.60|89.40|89.40|92.00|92.20|92.20|92.30|92.40|95.00
0.00|1|2|2|2|2|2|2|3|3|3|4|4|4|12.8|13.3|13.30|31.80|61.70|75.00|88.60|89.40|89.40|92.00|92.20|92.20|92.30|92.40
1.70|1|1|2|2|2|2|2|2|3|3|3|4|4|1.7|14.5|15.00|15.00|33.50|63.40|76.70|90.30|91.10|91.10|93.70|93.90|93.90|94.00
18.00|1|1|1|2|2|2|2|2|2|3|3|3|4|19.7|19.7|32.50|33.00|33.00|51.50|81.40|94.70|108.30|109.10|109.10|111.70|111.90|111.90
6.20|0|1|1|1|2|2|2|2|2|2|3|3|3|24.2|25.9|25.90|38.70|39.20|39.20|57.70|87.60|100.90|114.50|115.30|115.30|117.90|118.10
1.00|0|0|1|1|1|2|2|2|2|2|2|3|3|7.2|25.2|26.90|26.90|39.70|40.20|40.20|58.70|88.60|101.90|115.50|116.30|116.30|118.90
0.00|1|1|1|2|2|2|3|3|3|3|3|3|4|1|7.2|25.20|26.90|26.90|39.70|40.20|40.20|58.70|88.60|101.90|115.50|116.30|116.30
1.50|1|1|1|1|2|2|2|3|3|3|3|3|3|1.5|2.5|8.70|26.70|28.40|28.40|41.20|41.70|41.70|60.20|90.10|103.40|117.00|117.80
10.30|1|1|1|1|1|2|2|2|3|3|3|3|3|11.8|11.8|12.80|19.00|37.00|38.70|38.70|51.50|52.00|52.00|70.50|100.40|113.70|127.30
25.80|0|1|1|1|1|1|2|2|2|3|3|3|3|36.1|37.6|37.60|38.60|44.80|62.80|64.50|64.50|77.30|77.80|77.80|96.30|126.20|139.50
5.50|0|0|1|1|1|1|1|2|2|2|3|3|3|31.3|41.6|43.10|43.10|44.10|50.30|68.30|70.00|70.00|82.80|83.30|83.30|101.80|131.70
7.40|0|0|0|1|1|1|1|1|2|2|2|3|3|12.9|38.7|49.00|50.50|50.50|51.50|57.70|75.70|77.40|77.40|90.20|90.70|90.70|109.20
0.00|1|1|1|1|2|2|2|2|2|3|3|3|4|7.4|12.9|38.70|49.00|50.50|50.50|51.50|57.70|75.70|77.40|77.40|90.20|90.70|90.70
0.00|2|2|2|2|2|3|3|3|3|3|4|4|4|0|7.4|12.90|38.70|49.00|50.50|50.50|51.50|57.70|75.70|77.40|77.40|90.20|90.70
0.00|3|3|3|3|3|3|4|4|4|4|4|5|5|0|0|7.40|12.90|38.70|49.00|50.50|50.50|51.50|57.70|75.70|77.40|77.40|90.20
0.10|2|3|3|3|3|3|3|4|4|4|4|4|5|0.1|0.1|0.10|7.50|13.00|38.80|49.10|50.60|50.60|51.60|57.80|75.80|77.50|77.50
3.20|1|2|3|3|3|3|3|3|4|4|4|4|4|3.3|3.3|3.30|3.30|10.70|16.20|42.00|52.30|53.80|53.80|54.80|61.00|79.00|80.70
0.80|0|1|2|3|3|3|3|3|3|4|4|4|4|4|4.1|4.10|4.10|4.10|11.50|17.00|42.80|53.10|54.60|54.60|55.60|61.80|79.80
0.00|1|1|2|3|4|4|4|4|4|4|5|5|5|0.8|4|4.10|4.10|4.10|4.10|11.50|17.00|42.80|53.10|54.60|54.60|55.60|61.80
1.80|1|1|1|2|3|4|4|4|4|4|4|5|5|1.8|2.6|5.80|5.90|5.90|5.90|5.90|13.30|18.80|44.60|54.90|56.40|56.40|57.40
2.70|1|1|1|1|2|3|4|4|4|4|4|4|5|4.5|4.5|5.30|8.50|8.60|8.60|8.60|8.60|16.00|21.50|47.30|57.60|59.10|59.10
9.50|0|1|1|1|1|2|3|4|4|4|4|4|4|12.2|14|14.00|14.80|18.00|18.10|18.10|18.10|18.10|25.50|31.00|56.80|67.10|68.60
3.90|0|0|1|1|1|1|2|3|4|4|4|4|4|13.4|16.1|17.90|17.90|18.70|21.90|22.00|22.00|22.00|22.00|29.40|34.90|60.70|71.00
0.00|1|1|1|2|2|2|2|3|4|5|5|5|5|3.9|13.4|16.10|17.90|17.90|18.70|21.90|22.00|22.00|22.00|22.00|29.40|34.90|60.70
0.30|1|1|1|1|2|2|2|2|3|4|5|5|5|0.3|4.2|13.70|16.40|18.20|18.20|19.00|22.20|22.30|22.30|22.30|22.30|29.70|35.20
0.00|2|2|2|2|2|3|3|3|3|4|5|6|6|0.3|0.3|4.20|13.70|16.40|18.20|18.20|19.00|22.20|22.30|22.30|22.30|22.30|29.70
0.00|2|3|3|3|3|3|4|4|4|4|5|6|7|0|0.3|0.30|4.20|13.70|16.40|18.20|18.20|19.00|22.20|22.30|22.30|22.30|22.30
0.00|3|3|4|4|4|4|4|5|5|5|5|6|7|0|0|0.30|0.30|4.20|13.70|16.40|18.20|18.20|19.00|22.20|22.30|22.30|22.30
0.00|3|4|4|5|5|5|5|5|6|6|6|6|7|0|0|0.00|0.30|0.30|4.20|13.70|16.40|18.20|18.20|19.00|22.20|22.30|22.30
0.00|3|4|5|5|6|6|6|6|6|7|7|7|7|0|0|0.00|0.00|0.30|0.30|4.20|13.70|16.40|18.20|18.20|19.00|22.20|22.30
0.00|3|4|5|6|6|7|7|7|7|7|8|8|8|0|0|0.00|0.00|0.00|0.30|0.30|4.20|13.70|16.40|18.20|18.20|19.00|22.20
0.00|3|4|5|6|7|7|8|8|8|8|8|9|9|0|0|0.00|0.00|0.00|0.00|0.30|0.30|4.20|13.70|16.40|18.20|18.20|19.00
0.00|3|4|5|6|7|8|8|9|9|9|9|9|10|0|0|0.00|0.00|0.00|0.00|0.00|0.30|0.30|4.20|13.70|16.40|18.20|18.20
0.00|3|4|5|6|7|8|9|9|10|10|10|10|10|0|0|0.00|0.00|0.00|0.00|0.00|0.00|0.30|0.30|4.20|13.70|16.40|18.20
5.10|2|3|4|5|6|7|8|9|9|10|10|10|10|5.1|5.1|5.10|5.10|5.10|5.10|5.10|5.10|5.10|5.40|5.40|9.30|18.80|21.50
3.60|1|2|3|4|5|6|7|8|9|9|10|10|10|8.7|8.7|8.70|8.70|8.70|8.70|8.70|8.70|8.70|8.70|9.00|9.00|12.90|22.40
0.10|0|1|2|3|4|5|6|7|8|9|9|10|10|3.7|8.8|8.80|8.80|8.80|8.80|8.80|8.80|8.80|8.80|8.80|9.10|9.10|13.00
0.00|1|1|2|3|4|5|6|7|8|9|10|10|11|0.1|3.7|8.80|8.80|8.80|8.80|8.80|8.80|8.80|8.80|8.80|8.80|9.10|9.10
0.00|2|2|2|3|4|5|6|7|8|9|10|11|11|0|0.1|3.70|8.80|8.80|8.80|8.80|8.80|8.80|8.80|8.80|8.80|8.80|9.10
0.30|2|2|2|2|3|4|5|6|7|8|9|10|11|0.3|0.3|0.40|4.00|9.10|9.10|9.10|9.10|9.10|9.10|9.10|9.10|9.10|9.10
0.00|2|3|3|3|3|4|5|6|7|8|9|10|11|0.3|0.3|0.30|0.40|4.00|9.10|9.10|9.10|9.10|9.10|9.10|9.10|9.10|9.10
1.50|1|2|3|3|3|3|4|5|6|7|8|9|10|1.5|1.8|1.80|1.80|1.90|5.50|10.60|10.60|10.60|10.60|10.60|10.60|10.60|10.60
0.10|1|1|2|3|3|3|3|4|5|6|7|8|9|1.6|1.6|1.90|1.90|1.90|2.00|5.60|10.70|10.70|10.70|10.70|10.70|10.70|10.70
0.20|0|1|1|2|3|3|3|3|4|5|6|7|8|0.3|1.8|1.80|2.10|2.10|2.10|2.20|5.80|10.90|10.90|10.90|10.90|10.90|10.90
0.70|0|0|1|1|2|3|3|3|3|4|5|6|7|0.9|1|2.50|2.50|2.80|2.80|2.80|2.90|6.50|11.60|11.60|11.60|11.60|11.60
0.00|1|1|1|2|2|3|4|4|4|4|5|6|7|0.7|0.9|1.00|2.50|2.50|2.80|2.80|2.80|2.90|6.50|11.60|11.60|11.60|11.60
0.00|2|2|2|2|3|3|4|5|5|5|5|6|7|0|0.7|0.90|1.00|2.50|2.50|2.80|2.80|2.80|2.90|6.50|11.60|11.60|11.60
0.00|3|3|3|3|3|4|4|5|6|6|6|6|7|0|0|0.70|0.90|1.00|2.50|2.50|2.80|2.80|2.80|2.90|6.50|11.60|11.60
0.00|3|4|4|4|4|4|5|5|6|7|7|7|7|0|0|0.00|0.70|0.90|1.00|2.50|2.50|2.80|2.80|2.80|2.90|6.50|11.60
0.30|2|3|4|4|4|4|4|5|5|6|7|7|7|0.3|0.3|0.30|0.30|1.00|1.20|1.30|2.80|2.80|3.10|3.10|3.10|3.20|6.80
0.10|1|2|3|4|4|4|4|4|5|5|6|7|7|0.4|0.4|0.40|0.40|0.40|1.10|1.30|1.40|2.90|2.90|3.20|3.20|3.20|3.30
0.60|0|1|2|3|4|4|4|4|4|5|5|6|7|0.7|1|1.00|1.00|1.00|1.00|1.70|1.90|2.00|3.50|3.50|3.80|3.80|3.80
0.10|0|0|1|2|3|4|4|4|4|4|5|5|6|0.7|0.8|1.10|1.10|1.10|1.10|1.10|1.80|2.00|2.10|3.60|3.60|3.90|3.90
11.20|0|0|0|1|2|3|4|4|4|4|4|5|5|11.3|11.9|12.00|12.30|12.30|12.30|12.30|12.30|13.00|13.20|13.30|14.80|14.80|15.10
0.00|1|1|1|1|2|3|4|5|5|5|5|5|6|11.2|11.3|11.90|12.00|12.30|12.30|12.30|12.30|12.30|13.00|13.20|13.30|14.80|14.80
0.20|1|1|1|1|1|2|3|4|5|5|5|5|5|0.2|11.4|11.50|12.10|12.20|12.50|12.50|12.50|12.50|12.50|13.20|13.40|13.50|15.00
0.00|2|2|2|2|2|2|3|4|5|6|6|6|6|0.2|0.2|11.40|11.50|12.10|12.20|12.50|12.50|12.50|12.50|12.50|13.20|13.40|13.50
0.00|2|3|3|3|3|3|3|4|5|6|7|7|7|0|0.2|0.20|11.40|11.50|12.10|12.20|12.50|12.50|12.50|12.50|12.50|13.20|13.40
0.00|3|3|4|4|4|4|4|4|5|6|7|8|8|0|0|0.20|0.20|11.40|11.50|12.10|12.20|12.50|12.50|12.50|12.50|12.50|13.20
0.00|3|4|4|5|5|5|5|5|5|6|7|8|9|0|0|0.00|0.20|0.20|11.40|11.50|12.10|12.20|12.50|12.50|12.50|12.50|12.50
0.00|3|4|5|5|6|6|6|6|6|6|7|8|9|0|0|0.00|0.00|0.20|0.20|11.40|11.50|12.10|12.20|12.50|12.50|12.50|12.50
0.00|3|4|5|6|6|7|7|7|7|7|7|8|9|0|0|0.00|0.00|0.00|0.20|0.20|11.40|11.50|12.10|12.20|12.50|12.50|12.50
0.00|3|4|5|6|7|7|8|8|8|8|8|8|9|0|0|0.00|0.00|0.00|0.00|0.20|0.20|11.40|11.50|12.10|12.20|12.50|12.50
0.00|3|4|5|6|7|8|8|9|9|9|9|9|9|0|0|0.00|0.00|0.00|0.00|0.00|0.20|0.20|11.40|11.50|12.10|12.20|12.50
0.00|3|4|5|6|7|8|9|9|10|10|10|10|10|0|0|0.00|0.00|0.00|0.00|0.00|0.00|0.20|0.20|11.40|11.50|12.10|12.20
0.00|3|4|5|6|7|8|9|10|10|11|11|11|11|0|0|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20|0.20|11.40|11.50|12.10
0.00|3|4|5|6|7|8|9|10|11|11|12|12|12|0|0|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20|0.20|11.40|11.50
0.00|3|4|5|6|7|8|9|10|11|12|12|13|13|0|0|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20|0.20|11.40
0.00|3|4|5|6|7|8|9|10|11|12|13|13|14|0|0|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20|0.20
0.00|3|4|5|6|7|8|9|10|11|12|13|14|14|0|0|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.20
3.60|2|3|4|5|6|7|8|9|10|11|12|13|14|3.6|3.6|3.60|3.60|3.60|3.60|3.60|3.60|3.60|3.60|3.60|3.60|3.60|3.60
1.00|1|2|3|4|5|6|7|8|9|10|11|12|13|4.6|4.6|4.60|4.60|4.60|4.60|4.60|4.60|4.60|4.60|4.60|4.60|4.60|4.60
1.20|0|1|2|3|4|5|6|7|8|9|10|11|12|2.2|5.8|5.80|5.80|5.80|5.80|5.80|5.80|5.80|5.80|5.80|5.80|5.80|5.80
1.70|0|0|1|2|3|4|5|6|7|8|9|10|11|2.9|3.9|7.50|7.50|7.50|7.50|7.50|7.50|7.50|7.50|7.50|7.50|7.50|7.50
0.10|0|0|0|1|2|3|4|5|6|7|8|9|10|1.8|3|4.00|7.60|7.60|7.60|7.60|7.60|7.60|7.60|7.60|7.60|7.60|7.60
0.00|1|1|1|1|2|3|4|5|6|7|8|9|10|0.1|1.8|3.00|4.00|7.60|7.60|7.60|7.60|7.60|7.60|7.60|7.60|7.60|7.60
0.00|2|2|2|2|2|3|4|5|6|7|8|9|10|0|0.1|1.80|3.00|4.00|7.60|7.60|7.60|7.60|7.60|7.60|7.60|7.60|7.60
8.10|2|2|2|2|2|2|3|4|5|6|7|8|9|8.1|8.1|8.20|9.90|11.10|12.10|15.70|15.70|15.70|15.70|15.70|15.70|15.70|15.70
0.00|2|3|3|3|3|3|3|4|5|6|7|8|9|8.1|8.1|8.10|8.20|9.90|11.10|12.10|15.70|15.70|15.70|15.70|15.70|15.70|15.70
0.00|2|3|4|4|4|4|4|4|5|6|7|8|9|0|8.1|8.10|8.10|8.20|9.90|11.10|12.10|15.70|15.70|15.70|15.70|15.70|15.70
21.60|2|2|3|4|4|4|4|4|4|5|6|7|8|21.6|21.6|29.70|29.70|29.70|29.80|31.50|32.70|33.70|37.30|37.30|37.30|37.30|37.30
14.70|1|2|2|3|4|4|4|4|4|4|5|6|7|36.3|36.3|36.30|44.40|44.40|44.40|44.50|46.20|47.40|48.40|52.00|52.00|52.00|52.00
4.50|0|1|2|2|3|4|4|4|4|4|4|5|6|19.2|40.8|40.80|40.80|48.90|48.90|48.90|49.00|50.70|51.90|52.90|56.50|56.50|56.50
0.10|0|0|1|2|2|3|4|4|4|4|4|4|5|4.6|19.3|40.90|40.90|40.90|49.00|49.00|49.00|49.10|50.80|52.00|53.00|56.60|56.60
0.30|0|0|0|1|2|2|3|4|4|4|4|4|4|0.4|4.9|19.60|41.20|41.20|41.20|49.30|49.30|49.30|49.40|51.10|52.30|53.30|56.90
0.20|0|0|0|0|1|2|2|3|4|4|4|4|4|0.5|0.6|5.10|19.80|41.40|41.40|41.40|49.50|49.50|49.50|49.60|51.30|52.50|53.50
0.10|0|0|0|0|0|1|2|2|3|4|4|4|4|0.3|0.6|0.70|5.20|19.90|41.50|41.50|41.50|49.60|49.60|49.60|49.70|51.40|52.60
0.50|0|0|0|0|0|0|1|2|2|3|4|4|4|0.6|0.8|1.10|1.20|5.70|20.40|42.00|42.00|42.00|50.10|50.10|50.10|50.20|51.90
20.30|0|0|0|0|0|0|0|1|2|2|3|4|4|20.8|20.9|21.10|21.40|21.50|26.00|40.70|62.30|62.30|62.30|70.40|70.40|70.40|70.50
0.00|1|1|1|1|1|1|1|1|2|3|3|4|5|20.3|20.8|20.90|21.10|21.40|21.50|26.00|40.70|62.30|62.30|62.30|70.40|70.40|70.40
0.20|1|1|1|1|1|1|1|1|1|2|3|3|4|0.2|20.5|21.00|21.10|21.30|21.60|21.70|26.20|40.90|62.50|62.50|62.50|70.60|70.60
2.60|1|1|1|1|1|1|1|1|1|1|2|3|3|2.8|2.8|23.10|23.60|23.70|23.90|24.20|24.30|28.80|43.50|65.10|65.10|65.10|73.20
0.00|1|2|2|2|2|2|2|2|2|2|2|3|4|2.6|2.8|2.80|23.10|23.60|23.70|23.90|24.20|24.30|28.80|43.50|65.10|65.10|65.10
0.70|1|1|2|2|2|2|2|2|2|2|2|2|3|0.7|3.3|3.50|3.50|23.80|24.30|24.40|24.60|24.90|25.00|29.50|44.20|65.80|65.80
29.00|1|1|1|2|2|2|2|2|2|2|2|2|2|29.7|29.7|32.30|32.50|32.50|52.80|53.30|53.40|53.60|53.90|54.00|58.50|73.20|94.80
3.70|0|1|1|1|2|2|2|2|2|2|2|2|2|32.7|33.4|33.40|36.00|36.20|36.20|56.50|57.00|57.10|57.30|57.60|57.70|62.20|76.90
4.40|0|0|1|1|1|2|2|2|2|2|2|2|2|8.1|37.1|37.80|37.80|40.40|40.60|40.60|60.90|61.40|61.50|61.70|62.00|62.10|66.60
0.00|1|1|1|2|2|2|3|3|3|3|3|3|3|4.4|8.1|37.10|37.80|37.80|40.40|40.60|40.60|60.90|61.40|61.50|61.70|62.00|62.10
0.00|2|2|2|2|3|3|3|4|4|4|4|4|4|0|4.4|8.10|37.10|37.80|37.80|40.40|40.60|40.60|60.90|61.40|61.50|61.70|62.00
0.20|2|2|2|2|2|3|3|3|4|4|4|4|4|0.2|0.2|4.60|8.30|37.30|38.00|38.00|40.60|40.80|40.80|61.10|61.60|61.70|61.90
0.60|1|2|2|2|2|2|3|3|3|4|4|4|4|0.8|0.8|0.80|5.20|8.90|37.90|38.60|38.60|41.20|41.40|41.40|61.70|62.20|62.30
0.00|1|2|3|3|3|3|3|4|4|4|5|5|5|0.6|0.8|0.80|0.80|5.20|8.90|37.90|38.60|38.60|41.20|41.40|41.40|61.70|62.20
0.00|2|2|3|4|4|4|4|4|5|5|5|6|6|0|0.6|0.80|0.80|0.80|5.20|8.90|37.90|38.60|38.60|41.20|41.40|41.40|61.70
0.00|3|3|3|4|5|5|5|5|5|6|6|6|7|0|0|0.60|0.80|0.80|0.80|5.20|8.90|37.90|38.60|38.60|41.20|41.40|41.40
0.00|3|4|4|4|5|6|6|6|6|6|7|7|7|0|0|0.00|0.60|0.80|0.80|0.80|5.20|8.90|37.90|38.60|38.60|41.20|41.40
0.00|3|4|5|5|5|6|7|7|7|7|7|8|8|0|0|0.00|0.00|0.60|0.80|0.80|0.80|5.20|8.90|37.90|38.60|38.60|41.20
0.60|2|3|4|5|5|5|6|7|7|7|7|7|8|0.6|0.6|0.60|0.60|0.60|1.20|1.40|1.40|1.40|5.80|9.50|38.50|39.20|39.20
7.10|1|2|3|4|5|5|5|6|7|7|7|7|7|7.7|7.7|7.70|7.70|7.70|7.70|8.30|8.50|8.50|8.50|12.90|16.60|45.60|46.30
0.00|1|2|3|4|5|6|6|6|7|8|8|8|8|7.1|7.7|7.70|7.70|7.70|7.70|7.70|8.30|8.50|8.50|8.50|12.90|16.60|45.60
14.20|1|1|2|3|4|5|6|6|6|7|8|8|8|14.2|21.3|21.90|21.90|21.90|21.90|21.90|21.90|22.50|22.70|22.70|22.70|27.10|30.80
2.30|1|1|1|2|3|4|5|6|6|6|7|8|8|16.5|16.5|23.60|24.20|24.20|24.20|24.20|24.20|24.20|24.80|25.00|25.00|25.00|29.40
0.00|1|2|2|2|3|4|5|6|7|7|7|8|9|2.3|16.5|16.50|23.60|24.20|24.20|24.20|24.20|24.20|24.20|24.80|25.00|25.00|25.00
0.00|2|2|3|3|3|4|5|6|7|8|8|8|9|0|2.3|16.50|16.50|23.60|24.20|24.20|24.20|24.20|24.20|24.20|24.80|25.00|25.00
0.00|3|3|3|4|4|4|5|6|7|8|9|9|9|0|0|2.30|16.50|16.50|23.60|24.20|24.20|24.20|24.20|24.20|24.20|24.80|25.00
0.00|3|4|4|4|5|5|5|6|7|8|9|10|10|0|0|0.00|2.30|16.50|16.50|23.60|24.20|24.20|24.20|24.20|24.20|24.20|24.80
0.00|3|4|5|5|5|6|6|6|7|8|9|10|11|0|0|0.00|0.00|2.30|16.50|16.50|23.60|24.20|24.20|24.20|24.20|24.20|24.20
0.00|3|4|5|6|6|6|7|7|7|8|9|10|11|0|0|0.00|0.00|0.00|2.30|16.50|16.50|23.60|24.20|24.20|24.20|24.20|24.20
7.10|2|3|4|5|6|6|6|7|7|7|8|9|10|7.1|7.1|7.10|7.10|7.10|7.10|9.40|23.60|23.60|30.70|31.30|31.30|31.30|31.30
21.20|1|2|3|4|5|6|6|6|7|7|7|8|9|28.3|28.3|28.30|28.30|28.30|28.30|28.30|30.60|44.80|44.80|51.90|52.50|52.50|52.50
19.90|0|1|2|3|4|5|6|6|6|7|7|7|8|41.1|48.2|48.20|48.20|48.20|48.20|48.20|48.20|50.50|64.70|64.70|71.80|72.40|72.40
1.10|0|0|1|2|3|4|5|6|6|6|7|7|7|21|42.2|49.30|49.30|49.30|49.30|49.30|49.30|49.30|51.60|65.80|65.80|72.90|73.50
27.50|0|0|0|1|2|3|4|5|6|6|6|7|7|28.6|48.5|69.70|76.80|76.80|76.80|76.80|76.80|76.80|76.80|79.10|93.30|93.30|100.40
0.00|1|1|1|1|2|3|4|5|6|7|7|7|8|27.5|28.6|48.50|69.70|76.80|76.80|76.80|76.80|76.80|76.80|76.80|79.10|93.30|93.30
1.00|1|1|1|1|1|2|3|4|5|6|7|7|7|1|28.5|29.60|49.50|70.70|77.80|77.80|77.80|77.80|77.80|77.80|77.80|80.10|94.30
0.10|1|1|1|1|1|1|2|3|4|5|6|7|7|1.1|1.1|28.60|29.70|49.60|70.80|77.90|77.90|77.90|77.90|77.90|77.90|77.90|80.20
0.00|1|2|2|2|2|2|2|3|4|5|6|7|8|0.1|1.1|1.10|28.60|29.70|49.60|70.80|77.90|77.90|77.90|77.90|77.90|77.90|77.90
0.10|1|1|2|2|2|2|2|2|3|4|5|6|7|0.1|0.2|1.20|1.20|28.70|29.80|49.70|70.90|78.00|78.00|78.00|78.00|78.00|78.00
11.00|1|1|1|2|2|2|2|2|2|3|4|5|6|11.1|11.1|11.20|12.20|12.20|39.70|40.80|60.70|81.90|89.00|89.00|89.00|89.00|89.00
4.20|0|1|1|1|2|2|2|2|2|2|3|4|5|15.2|15.3|15.30|15.40|16.40|16.40|43.90|45.00|64.90|86.10|93.20|93.20|93.20|93.20
19.00|0|0|1|1|1|2|2|2|2|2|2|3|4|23.2|34.2|34.30|34.30|34.40|35.40|35.40|62.90|64.00|83.90|105.10|112.20|112.20|112.20
4.40|0|0|0|1|1|1|2|2|2|2|2|2|3|23.4|27.6|38.60|38.70|38.70|38.80|39.80|39.80|67.30|68.40|88.30|109.50|116.60|116.60
15.30|0|0|0|0|1|1|1|2|2|2|2|2|2|19.7|38.7|42.90|53.90|54.00|54.00|54.10|55.10|55.10|82.60|83.70|103.60|124.80|131.90
5.00|0|0|0|0|0|1|1|1|2|2|2|2|2|20.3|24.7|43.70|47.90|58.90|59.00|59.00|59.10|60.10|60.10|87.60|88.70|108.60|129.80
17.20|0|0|0|0|0|0|1|1|1|2|2|2|2|22.2|37.5|41.90|60.90|65.10|76.10|76.20|76.20|76.30|77.30|77.30|104.80|105.90|125.80
2.90|0|0|0|0|0|0|0|1|1|1|2|2|2|20.1|25.1|40.40|44.80|63.80|68.00|79.00|79.10|79.10|79.20|80.20|80.20|107.70|108.80
3.10|0|0|0|0|0|0|0|0|1|1|1|2|2|6|23.2|28.20|43.50|47.90|66.90|71.10|82.10|82.20|82.20|82.30|83.30|83.30|110.80
2.20|0|0|0|0|0|0|0|0|0|1|1|1|2|5.3|8.2|25.40|30.40|45.70|50.10|69.10|73.30|84.30|84.40|84.40|84.50|85.50|85.50
6.50|0|0|0|0|0|0|0|0|0|0|1|1|1|8.7|11.8|14.70|31.90|36.90|52.20|56.60|75.60|79.80|90.80|90.90|90.90|91.00|92.00
24.10|0|0|0|0|0|0|0|0|0|0|0|1|1|30.6|32.8|35.90|38.80|56.00|61.00|76.30|80.70|99.70|103.90|114.90|115.00|115.00|115.10
13.90|0|0|0|0|0|0|0|0|0|0|0|0|1|38|44.5|46.70|49.80|52.70|69.90|74.90|90.20|94.60|113.60|117.80|128.80|128.90|128.90
15.80|0|0|0|0|0|0|0|0|0|0|0|0|0|29.7|53.8|60.30|62.50|65.60|68.50|85.70|90.70|106.00|110.40|129.40|133.60|144.60|144.70
17.20|0|0|0|0|0|0|0|0|0|0|0|0|0|33|46.9|71.00|77.50|79.70|82.80|85.70|102.90|107.90|123.20|127.60|146.60|150.80|161.80
11.70|0|0|0|0|0|0|0|0|0|0|0|0|0|28.9|44.7|58.60|82.70|89.20|91.40|94.50|97.40|114.60|119.60|134.90|139.30|158.30|162.50
9.10|0|0|0|0|0|0|0|0|0|0|0|0|0|20.8|38|53.80|67.70|91.80|98.30|100.50|103.60|106.50|123.70|128.70|144.00|148.40|167.40
0.30|0|0|0|0|0|0|0|0|0|0|0|0|0|9.4|21.1|38.30|54.10|68.00|92.10|98.60|100.80|103.90|106.80|124.00|129.00|144.30|148.70
0.00|1|1|1|1|1|1|1|1|1|1|1|1|1|0.3|9.4|21.10|38.30|54.10|68.00|92.10|98.60|100.80|103.90|106.80|124.00|129.00|144.30
0.10|1|1|1|1|1|1|1|1|1|1|1|1|1|0.1|0.4|9.50|21.20|38.40|54.20|68.10|92.20|98.70|100.90|104.00|106.90|124.10|129.10
3.70|1|1|1|1|1|1|1|1|1|1|1|1|1|3.8|3.8|4.10|13.20|24.90|42.10|57.90|71.80|95.90|102.40|104.60|107.70|110.60|127.80
7.20|0|1|1|1|1|1|1|1|1|1|1|1|1|10.9|11|11.00|11.30|20.40|32.10|49.30|65.10|79.00|103.10|109.60|111.80|114.90|117.80
8.60|0|0|1|1|1|1|1|1|1|1|1|1|1|15.8|19.5|19.60|19.60|19.90|29.00|40.70|57.90|73.70|87.60|111.70|118.20|120.40|123.50
